META	asOf	=TEXT(TODAY(),"yyyy/m/d")
TW	2330	台積電	=IFERROR(VLOOKUP("TPE:"&B2,台股價,10,0),2410)	264744	爸爸	4300	4586000	=G2*D2
TW	2330	台積電	=IFERROR(VLOOKUP("TPE:"&B3,台股價,10,0),2410)	264744	老三-合庫	150	272250	=G3*D3
TW	00631L	台灣50正2	=IFERROR(VLOOKUP("TPE:"&B4,台股價,10,0),38.42)	0	爸爸	115000	4197870	=G4*D4
TW	00631L	台灣50正2	=IFERROR(VLOOKUP("TPE:"&B5,台股價,10,0),38.42)	0	老三-合庫	65000	2418250	=G5*D5
TW	006208	富邦台50	=IFERROR(VLOOKUP("TPE:"&B6,台股價,10,0),250.2)	157693	老三-永豐	10177	918931	=G6*D6
TW	006208	富邦台50	=IFERROR(VLOOKUP("TPE:"&B7,台股價,10,0),250.2)	157693	老三-合庫	2000	343200	=G7*D7
TW	006208	富邦台50	=IFERROR(VLOOKUP("TPE:"&B8,台股價,10,0),250.2)	157693	爸爸	2000	391000	=G8*D8
TW	00687B	國泰美債20年	=IFERROR(VLOOKUP("TPE:"&B9,台股價,10,0),28.55)	130764	老三-永豐	32935	996854	=G9*D9
TW	00679B	元大美債20年	=IFERROR(VLOOKUP("TPE:"&B10,台股價,10,0),27.44)	99245	老三-永豐	28942	844502	=G10*D10
TW	00725B	國泰投資級公司債	=IFERROR(VLOOKUP("TPE:"&B11,台股價,10,0),36.04)	21510	爸爸	15000	528310	=G11*D11
TW	00725B	國泰投資級公司債	=IFERROR(VLOOKUP("TPE:"&B12,台股價,10,0),36.04)	21510	玉山	9000	339620	=G12*D12
TW	00892	富邦台灣半導體	=IFERROR(VLOOKUP("TPE:"&B13,台股價,10,0),44.8)	28623	爸爸	15000	648780	=G13*D13
TW	00830	國泰費城半導體	=IFERROR(VLOOKUP("TPE:"&B14,台股價,10,0),97.8)	139410	爸爸	4000	363200	=G14*D14
TW	6409	旭隼	=IFERROR(VLOOKUP("TPE:"&B15,台股價,10,0),1085)	0	爸爸	500	407250	=G15*D15
TW	6179	亞通	=IFERROR(VLOOKUP("TPE:"&B16,台股價,10,0),25.5)	0	爸爸	10000	360000	=G16*D16
US	老二	VOO	203.51	2673023	=IFERROR(VLOOKUP(C17,美股現值表,2,0),4085710)	681.01	445.54
US	老二	QQQ	148.16	2167251	=IFERROR(VLOOKUP(C18,美股現值表,2,0),3162647)	724.08	496.19
US	老二	IEF	1604.72	4510303	=IFERROR(VLOOKUP(C19,美股現值表,2,0),4497026)	95.06	95.34
US	老二	TSM	268	3170007	=IFERROR(VLOOKUP(C20,美股現值表,2,0),3595581)	455.10	401.23
US	老二	ARKK	646.99	1651132	=IFERROR(VLOOKUP(C21,美股現值表,2,0),1537882)	80.63	86.57
US	老二	QLD	170	459312	=IFERROR(VLOOKUP(C22,美股現值表,2,0),469487)	93.68	91.65
US	老二	SSO	125	240446	=IFERROR(VLOOKUP(C23,美股現值表,2,0),244500)	66.35	65.25
US	老大	VOO	110	1998444	=IFERROR(VLOOKUP(C24,美股現值表,3,0),2208379)	681.01	616.27
US	老大	QQQ	78	1408413	=IFERROR(VLOOKUP(C25,美股現值表,3,0),1664979)	724.08	612.50
US	老大	ARKK	810	1950803	=IFERROR(VLOOKUP(C26,美股現值表,3,0),1925348)	80.63	81.70
US	老大	SSO	255	498065	=IFERROR(VLOOKUP(C27,美股現值表,3,0),498779)	66.35	66.25
US	老大	TSM	35	454632	=IFERROR(VLOOKUP(C28,美股現值表,3,0),469572)	455.10	440.62
US	老大	QLD	90	246164	=IFERROR(VLOOKUP(C29,美股現值表,3,0),248552)	93.68	92.78
US	老三	QQQ	193	3446663	=IFERROR(VLOOKUP(C30,美股現值表,4,0),4119755)	724.08	605.78
US	老三	IEF	465	1322552	=IFERROR(VLOOKUP(C31,美股現值表,4,0),1303101)	95.06	96.48
US	老三	VOO	63	1161052	=IFERROR(VLOOKUP(C32,美股現值表,4,0),1264799)	681.01	625.15
US	老三	ARKK	408	964200	=IFERROR(VLOOKUP(C33,美股現值表,4,0),969805)	80.63	80.16
US	老三	QLD	100	275638	=IFERROR(VLOOKUP(C34,美股現值表,4,0),276169)	93.68	93.50
FUND	ALI022	安聯四季成長組合基金	15925.90	250992	423151	26.57
FUND	ALI043	安聯台灣智慧基金	3486.50	340595	1476254	423.42
FUND	NOM015	野村優質基金	3126.00	334296	1368219	437.69
FUND	NOM124	野村動態配置多重資產	126852.37	1612645	2250069	17.7377
FUND	ABI042	聯博多元資產收益組合基金	23305.35	150000	152184	6.53
FUND	NOM044	野村多元收益多重資產基金	22197.99	150000	154267	6.9496
CASH	tw	爸爸	25282
CASH	tw	老三-永豐	1000100
CASH	tw	老三-合庫	3605062
CASH	tw	玉山	0
CASH	tw	阿嬤	2409574
PNL	台股	17616017	=SUMIF($A$2:$A$16,"TW",$I$2:$I$16)	7040018	5581657	=D46-C46
PNL	基富通基金	2838528	=SUMIF($A$35:$A$40,"FUND",$F$35:$F$40)	0	1241962	=D47-C47
PNL	美股-老二	14871474	=SUMIFS($F$17:$F$34,$B$17:$B$34,"老二")	656797	5830407	=D48-C48
PNL	美股-老大	6556521	=SUMIFS($F$17:$F$34,$B$17:$B$34,"老大")	304724	2599300	=D49-C49
PNL	美股-老三	7170105	=SUMIFS($F$17:$F$34,$B$17:$B$34,"老三")	0	699176	=D50-C50
YEAR	108	165194
YEAR	109	478894
YEAR	110	1348904
YEAR	111	203457
YEAR	112	13442
YEAR	113	702101
YEAR	114	5832089
YEAR	115*	7208427
